,date,hour_of_day,D_wait_time,EE_wait_time,KS_wait_time
8514,2017-04-15,12.0,35.0,57.5,100.62
8515,2017-04-15,13.0,48.12,52.5,85.0
8516,2017-04-15,14.0,62.5,55.83,68.33
8517,2017-04-15,15.0,35.56,55.0,57.78
8518,2017-04-15,16.0,48.33,59.17,40.83
8519,2017-04-15,17.0,37.22,50.5,43.33
8520,2017-04-15,18.0,35.0,30.0,45.0
8521,2017-04-15,19.0,33.33,32.92,23.33
8522,2017-04-15,20.0,8.89,16.82,15.5
8525,2017-04-16,9.0,5.0,11.5,12.22
8526,2017-04-16,10.0,5.0,28.33,11.67
8527,2017-04-16,11.0,23.75,35.0,18.12
8528,2017-04-16,12.0,25.62,41.88,35.0
8529,2017-04-16,13.0,26.88,43.33,46.25
8530,2017-04-16,14.0,43.12,36.88,41.25
8531,2017-04-16,15.0,38.75,32.5,28.12
8532,2017-04-16,16.0,26.67,37.86,40.0
8533,2017-04-16,17.0,21.88,27.5,23.12
8534,2017-04-16,18.0,12.78,21.67,10.0
8535,2017-04-16,19.0,13.33,19.44,10.0
8536,2017-04-16,20.0,9.29,7.86,7.86
8540,2017-04-17,9.0,7.78,20.0,29.55
8541,2017-04-17,10.0,30.0,36.67,81.67
8542,2017-04-17,11.0,30.0,40.0,63.12
8543,2017-04-17,12.0,30.71,39.29,37.86
8544,2017-04-17,13.0,32.5,41.88,50.0
8545,2017-04-17,14.0,31.43,41.43,23.57
8546,2017-04-17,15.0,44.38,42.5,20.0
8547,2017-04-17,16.0,29.38,38.12,20.0
8548,2017-04-17,17.0,46.25,38.12,21.88
8549,2017-04-17,18.0,25.0,31.43,10.71
8550,2017-04-17,19.0,20.56,23.33,10.0
8551,2017-04-17,20.0,20.0,16.88,7.5
8554,2017-04-18,9.0,5.0,13.0,33.0
8555,2017-04-18,10.0,8.75,36.88,62.5
8556,2017-04-18,11.0,23.75,33.75,75.0
8557,2017-04-18,12.0,26.67,42.22,61.67
8558,2017-04-18,13.0,46.25,33.12,41.25
8559,2017-04-18,14.0,47.5,35.0,35.0
8566,2017-04-18,15.0,,41.43,30.71
8560,2017-04-18,16.0,38.12,43.89,13.33
8561,2017-04-18,17.0,43.75,35.0,20.0
8562,2017-04-18,18.0,28.75,25.0,11.88
8563,2017-04-18,19.0,23.57,15.71,10.0
8564,2017-04-18,20.0,18.75,10.0,8.12
8568,2017-04-19,9.0,5.0,20.0,47.22
8569,2017-04-19,10.0,5.0,58.12,72.5
8570,2017-04-19,11.0,12.5,41.11,75.0
8571,2017-04-19,12.0,42.5,53.12,66.25
8572,2017-04-19,13.0,53.75,36.88,23.75
8573,2017-04-19,14.0,52.86,52.14,27.86
8574,2017-04-19,15.0,52.78,54.44,16.67
8575,2017-04-19,16.0,38.89,43.89,11.67
8576,2017-04-19,17.0,26.43,35.0,15.0
8577,2017-04-19,18.0,15.0,20.62,12.5
8578,2017-04-19,19.0,15.0,22.5,10.0
8579,2017-04-19,20.0,15.0,12.22,10.0
8582,2017-04-20,9.0,5.0,18.0,49.55
8583,2017-04-20,10.0,5.0,46.5,70.0
8584,2017-04-20,11.0,34.38,58.75,62.5
8585,2017-04-20,12.0,28.75,45.0,33.75
8586,2017-04-20,13.0,22.78,46.11,25.56
8587,2017-04-20,14.0,26.67,63.33,21.67
8588,2017-04-20,15.0,22.22,40.0,11.0
8589,2017-04-20,16.0,23.12,57.5,8.12
8590,2017-04-20,17.0,40.0,40.0,13.12
8591,2017-04-20,18.0,16.11,31.11,10.0
8592,2017-04-20,19.0,14.44,20.0,10.0
8593,2017-04-20,20.0,8.33,19.44,6.11
8596,2017-04-21,9.0,5.0,15.56,38.75
8597,2017-04-21,10.0,5.0,35.56,65.0
8598,2017-04-21,11.0,27.5,40.0,65.0
8599,2017-04-21,12.0,38.12,42.5,37.5
8600,2017-04-21,13.0,33.0,29.44,12.5
8601,2017-04-21,14.0,28.75,33.89,26.25
8602,2017-04-21,15.0,31.88,35.56,23.12
8603,2017-04-21,16.0,13.5,46.11,15.0
8604,2017-04-21,17.0,15.56,44.38,12.5
8605,2017-04-21,18.0,12.22,24.44,10.0
8606,2017-04-21,19.0,11.67,20.56,11.67
8607,2017-04-21,20.0,7.78,16.67,7.22
8611,2017-04-22,9.0,11.5,30.56,27.5
8612,2017-04-22,10.0,30.0,59.38,57.5
8613,2017-04-22,11.0,30.0,60.0,62.86
8614,2017-04-22,12.0,49.44,55.0,45.0
8615,2017-04-22,13.0,38.89,58.89,45.0
8616,2017-04-22,14.0,44.44,55.5,38.89
8617,2017-04-22,15.0,35.56,53.33,28.75
8618,2017-04-22,16.0,40.62,55.62,17.86
8619,2017-04-22,17.0,35.0,47.5,35.56
8620,2017-04-22,18.0,27.86,40.62,16.88
8621,2017-04-22,19.0,30.0,31.36,13.33
8622,2017-04-22,20.0,8.57,22.86,6.67
8625,2017-04-23,9.0,5.0,15.0,25.0
8626,2017-04-23,10.0,5.0,34.44,51.0
8627,2017-04-23,11.0,18.12,51.88,62.5
8637,2017-04-23,12.0,,42.86,45.0
8628,2017-04-23,13.0,21.43,47.86,35.0
8629,2017-04-23,14.0,61.25,33.57,26.43
8630,2017-04-23,15.0,48.12,36.88,37.5
8631,2017-04-23,16.0,30.0,28.75,21.88
8632,2017-04-23,17.0,40.0,19.0,10.56
8633,2017-04-23,18.0,30.0,16.67,11.5
8634,2017-04-23,19.0,20.45,16.67,21.11
8635,2017-04-23,20.0,20.56,6.11,10.56
8639,2017-04-24,9.0,5.0,14.55,58.33
8640,2017-04-24,10.0,20.0,32.22,63.12
8641,2017-04-24,11.0,40.0,36.11,87.78
8642,2017-04-24,12.0,35.0,30.0,50.71
8643,2017-04-24,13.0,15.0,38.89,29.44
8644,2017-04-24,14.0,15.0,33.75,25.0
8645,2017-04-24,15.0,23.12,25.71,26.43
8646,2017-04-24,16.0,19.29,22.14,22.14
8647,2017-04-24,17.0,33.33,11.36,20.0
8648,2017-04-24,18.0,11.5,8.12,18.33
8649,2017-04-24,19.0,12.86,8.57,18.57
8650,2017-04-24,20.0,6.43,10.0,5.71
8665,2017-04-25,9.0,,9.44,46.82
8653,2017-04-25,10.0,10.0,28.89,66.11
8654,2017-04-25,11.0,28.89,33.33,63.33
8655,2017-04-25,12.0,45.0,37.5,43.33
8656,2017-04-25,13.0,21.43,25.0,23.57
8657,2017-04-25,14.0,20.0,27.78,20.0
8658,2017-04-25,15.0,32.86,25.0,17.5
8659,2017-04-25,16.0,20.62,16.25,15.0
8660,2017-04-25,17.0,26.88,16.5,15.0
8661,2017-04-25,18.0,17.78,14.38,15.0
8662,2017-04-25,19.0,12.22,11.67,15.0
8663,2017-04-25,20.0,8.33,5.0,15.0
8667,2017-04-26,9.0,7.5,8.75,52.0
8668,2017-04-26,10.0,17.78,29.5,44.0
8669,2017-04-26,11.0,35.56,34.5,40.0
8670,2017-04-26,12.0,23.12,19.44,22.5
8671,2017-04-26,13.0,10.0,30.0,7.86
8672,2017-04-26,14.0,15.0,20.0,17.5
8673,2017-04-26,15.0,16.11,20.0,12.78
8674,2017-04-26,16.0,10.56,12.78,15.56
8675,2017-04-26,17.0,15.0,9.44,29.44
8676,2017-04-26,18.0,11.88,6.25,16.25
8677,2017-04-26,19.0,12.78,6.67,15.56
8678,2017-04-26,20.0,6.67,5.0,9.44
8681,2017-04-27,9.0,5.0,11.82,38.33
8682,2017-04-27,10.0,9.5,22.5,60.62
8683,2017-04-27,11.0,20.0,35.0,60.0
8684,2017-04-27,12.0,22.78,40.56,19.44
8685,2017-04-27,13.0,20.0,26.25,16.25
8686,2017-04-27,14.0,14.29,25.0,17.14
8687,2017-04-27,15.0,16.11,26.11,9.5
8688,2017-04-27,16.0,11.67,11.11,12.22
8689,2017-04-27,17.0,19.38,10.0,12.5
8690,2017-04-27,18.0,11.11,10.0,10.56
8691,2017-04-27,19.0,30.0,11.67,11.11
8692,2017-04-27,20.0,7.5,10.0,5.62
8695,2017-04-28,9.0,6.25,7.5,34.44
8696,2017-04-28,10.0,34.44,,57.78
8697,2017-04-28,11.0,41.88,48.0,50.56
8704,2017-04-28,12.0,,75.0,18.75
8705,2017-04-28,13.0,,66.11,15.0
8706,2017-04-28,14.0,,95.71,21.25
8698,2017-04-28,15.0,30.0,55.0,11.88
8699,2017-04-28,16.0,13.75,37.5,10.62
8700,2017-04-28,17.0,43.0,36.67,11.43
8707,2017-04-28,18.0,,,10.62
8701,2017-04-28,19.0,5.0,45.0,24.38
8702,2017-04-28,20.0,6.88,30.62,7.5
8710,2017-04-29,9.0,7.5,23.0,37.5
8711,2017-04-29,10.0,36.25,46.88,56.25
8712,2017-04-29,11.0,55.0,57.86,51.43
8713,2017-04-29,12.0,43.89,50.5,55.0
8714,2017-04-29,13.0,33.0,48.5,37.22
8715,2017-04-29,14.0,42.14,46.88,37.86
8716,2017-04-29,15.0,37.5,36.25,35.0
8717,2017-04-29,16.0,36.67,36.43,16.43
8718,2017-04-29,17.0,61.25,33.75,18.75
8719,2017-04-29,18.0,27.14,28.33,14.17
8720,2017-04-29,19.0,24.44,30.0,18.89
8721,2017-04-29,20.0,19.44,15.0,12.5
8724,2017-04-30,9.0,5.0,5.0,45.0
8725,2017-04-30,10.0,20.56,43.33,68.33
8726,2017-04-30,11.0,34.44,57.78,72.22
8727,2017-04-30,12.0,32.5,74.44,36.88
8728,2017-04-30,13.0,41.67,58.33,50.56
8729,2017-04-30,14.0,40.0,43.89,42.78
8730,2017-04-30,15.0,27.5,48.89,33.89
8731,2017-04-30,16.0,47.22,40.0,23.89
8732,2017-04-30,17.0,45.62,30.0,21.88
8733,2017-04-30,18.0,28.75,31.5,33.33
8734,2017-04-30,19.0,21.67,22.5,51.11
8735,2017-04-30,20.0,22.22,17.08,30.62
8739,2017-05-01,9.0,5.0,15.5,40.56
8740,2017-05-01,10.0,14.44,34.44,35.0
8741,2017-05-01,11.0,43.89,42.5,33.0
8742,2017-05-01,12.0,30.56,44.44,28.89
8743,2017-05-01,13.0,21.25,40.0,17.14
8744,2017-05-01,14.0,25.62,37.5,14.38
8745,2017-05-01,15.0,25.71,39.29,9.29
8746,2017-05-01,16.0,14.38,30.0,10.56
8747,2017-05-01,17.0,15.0,33.89,23.89
8748,2017-05-01,18.0,17.14,22.22,28.89
8749,2017-05-01,19.0,12.14,13.57,24.29
8750,2017-05-01,20.0,8.12,10.62,16.25
8753,2017-05-02,9.0,5.0,6.25,32.92
8754,2017-05-02,10.0,5.0,20.83,32.5
8755,2017-05-02,11.0,15.0,31.0,28.5
8756,2017-05-02,12.0,18.57,19.29,18.12
8757,2017-05-02,13.0,12.5,21.88,10.62
8758,2017-05-02,14.0,12.5,26.88,10.0
8759,2017-05-02,15.0,15.0,15.0,10.0
8760,2017-05-02,16.0,8.12,25.56,10.56
8761,2017-05-02,17.0,12.22,19.0,10.0
8762,2017-05-02,18.0,7.86,15.71,12.14
8763,2017-05-02,19.0,16.67,13.12,23.0
8764,2017-05-02,20.0,7.78,7.27,15.56
8767,2017-05-03,9.0,5.0,5.0,37.0
8768,2017-05-03,10.0,5.0,22.78,45.56
8769,2017-05-03,11.0,13.0,30.56,24.44
8770,2017-05-03,12.0,27.14,29.29,20.0
8771,2017-05-03,13.0,17.86,35.62,10.56
8772,2017-05-03,14.0,20.56,24.0,18.89
8773,2017-05-03,15.0,26.43,25.0,7.86
8774,2017-05-03,16.0,10.56,20.0,8.33
8775,2017-05-03,17.0,16.43,19.29,11.43
8776,2017-05-03,18.0,17.86,11.88,11.88
8777,2017-05-03,19.0,13.89,8.33,25.0
8778,2017-05-03,20.0,8.12,9.38,18.12
8781,2017-05-04,9.0,5.0,5.0,43.89
8782,2017-05-04,10.0,16.11,34.0,48.89
8783,2017-05-04,11.0,31.25,38.12,43.33
8784,2017-05-04,12.0,32.86,34.29,42.86
8785,2017-05-04,13.0,24.38,34.38,31.25
8786,2017-05-04,14.0,31.67,39.38,35.56
8787,2017-05-04,15.0,32.5,40.0,29.38
8788,2017-05-04,16.0,33.89,27.5,18.89
8789,2017-05-04,17.0,39.38,20.62,24.0
8790,2017-05-04,18.0,26.25,18.75,30.0
8791,2017-05-04,19.0,21.25,13.12,33.0
8792,2017-05-04,20.0,21.43,10.71,45.0
8795,2017-05-05,9.0,5.0,8.75,40.5
8796,2017-05-05,10.0,5.0,33.18,44.29
8797,2017-05-05,11.0,32.5,47.22,58.75
8798,2017-05-05,12.0,24.38,49.38,26.36
8799,2017-05-05,13.0,36.11,56.11,50.56
8800,2017-05-05,14.0,40.0,52.5,41.25
8801,2017-05-05,15.0,50.56,47.22,48.75
8802,2017-05-05,16.0,40.0,38.89,37.22
8803,2017-05-05,17.0,43.33,41.11,27.22
8804,2017-05-05,18.0,28.89,41.67,46.25
8805,2017-05-05,19.0,24.44,40.0,53.89
8806,2017-05-05,20.0,20.0,26.43,59.29
8810,2017-05-06,9.0,6.25,31.25,41.11
8811,2017-05-06,10.0,27.78,57.5,50.0
8812,2017-05-06,11.0,47.78,26.25,90.56
8813,2017-05-06,12.0,50.56,77.5,60.56
8814,2017-05-06,13.0,57.14,94.38,53.57
8815,2017-05-06,14.0,53.33,101.67,53.89
8816,2017-05-06,15.0,45.0,110.0,65.0
8817,2017-05-06,16.0,59.29,95.0,49.29
8818,2017-05-06,17.0,34.38,80.0,37.5
8819,2017-05-06,18.0,50.0,95.62,61.25
8820,2017-05-06,19.0,30.0,68.89,76.11
8821,2017-05-06,20.0,41.67,32.78,59.44
8824,2017-05-07,9.0,5.0,13.5,49.55
8825,2017-05-07,10.0,5.0,49.38,65.0
8829,2017-05-07,11.0,,83.89,65.0
8830,2017-05-07,12.0,,98.33,72.78
8831,2017-05-07,13.0,,83.12,72.5
8832,2017-05-07,14.0,,74.38,61.67
8833,2017-05-07,15.0,,70.0,85.0
8834,2017-05-07,16.0,,77.5,50.56
8826,2017-05-07,17.0,20.0,71.88,19.38
8835,2017-05-07,18.0,,71.11,28.33
8827,2017-05-07,19.0,25.71,66.67,50.5
8828,2017-05-07,20.0,54.44,33.89,50.71
8839,2017-05-08,9.0,5.0,25.83,61.11
8840,2017-05-08,10.0,29.44,50.56,61.67
8841,2017-05-08,11.0,36.88,65.0,63.12
8842,2017-05-08,12.0,43.33,50.0,45.45
8843,2017-05-08,13.0,45.0,53.12,55.0
8850,2017-05-08,14.0,,53.33,81.67
8851,2017-05-08,15.0,,63.75,82.5
8844,2017-05-08,16.0,31.0,56.67,40.56
8845,2017-05-08,17.0,45.0,32.14,30.0
8846,2017-05-08,18.0,50.0,32.22,21.11
8847,2017-05-08,19.0,26.88,26.88,28.33
8848,2017-05-08,20.0,23.89,15.56,37.22
8853,2017-05-09,9.0,7.0,9.09,36.0
8854,2017-05-09,10.0,17.5,29.0,40.62
8855,2017-05-09,11.0,20.62,40.0,41.25
8856,2017-05-09,12.0,35.71,34.44,14.44
8865,2017-05-09,13.0,,30.56,10.56
8857,2017-05-09,14.0,24.0,25.0,10.0
8858,2017-05-09,15.0,36.25,35.56,5.0
8859,2017-05-09,16.0,13.89,17.78,10.56
8860,2017-05-09,17.0,15.0,16.88,11.88
8861,2017-05-09,18.0,12.5,16.88,10.62
8862,2017-05-09,19.0,16.11,17.0,10.56
8863,2017-05-09,20.0,8.12,14.38,12.78
8866,2017-05-10,9.0,7.22,10.0,32.08
8867,2017-05-10,10.0,21.5,28.89,60.71
8868,2017-05-10,11.0,34.38,29.38,77.5
8869,2017-05-10,12.0,30.0,33.57,42.86
8870,2017-05-10,13.0,13.12,33.12,17.5
8871,2017-05-10,14.0,13.75,24.38,28.75
8872,2017-05-10,15.0,16.25,30.0,14.38
8873,2017-05-10,16.0,10.62,,13.75
8874,2017-05-10,17.0,21.5,,12.22
8875,2017-05-10,18.0,15.56,,10.0
8876,2017-05-10,19.0,12.5,36.67,10.0
8877,2017-05-10,20.0,8.33,16.11,6.11
8880,2017-05-11,9.0,10.0,13.18,42.73
8881,2017-05-11,10.0,25.56,50.56,69.44
8882,2017-05-11,11.0,41.25,49.09,51.25
8883,2017-05-11,12.0,28.33,45.62,25.0
8884,2017-05-11,13.0,26.11,46.5,21.67
8885,2017-05-11,14.0,30.0,43.12,25.0
8886,2017-05-11,15.0,22.22,34.38,18.12
8887,2017-05-11,16.0,32.5,30.56,11.11
8888,2017-05-11,17.0,40.0,31.67,10.0
8889,2017-05-11,18.0,23.89,25.5,10.0
8890,2017-05-11,19.0,22.22,15.0,27.73
8891,2017-05-11,20.0,16.25,12.5,33.12
8894,2017-05-12,9.0,7.0,10.56,42.14
8895,2017-05-12,10.0,21.5,41.25,53.33
8896,2017-05-12,11.0,42.0,65.56,57.78
8897,2017-05-12,12.0,35.0,77.22,50.62
8898,2017-05-12,13.0,54.0,59.44,33.89
8899,2017-05-12,14.0,35.0,77.5,45.56
8900,2017-05-12,15.0,37.5,83.75,62.5
8901,2017-05-12,16.0,44.29,54.44,47.22
8902,2017-05-12,17.0,53.75,42.5,26.25
8903,2017-05-12,18.0,20.0,51.25,17.5
8904,2017-05-12,19.0,26.67,35.56,32.78
8905,2017-05-12,20.0,20.62,29.38,51.25
8908,2017-05-13,9.0,5.0,20.77,33.0
8909,2017-05-13,10.0,19.29,51.82,57.22
8910,2017-05-13,11.0,48.12,56.88,78.89
8911,2017-05-13,12.0,53.75,52.5,91.88
8912,2017-05-13,13.0,60.0,117.78,56.88
8913,2017-05-13,14.0,33.75,100.0,83.75
8914,2017-05-13,15.0,54.44,30.0,58.89
8915,2017-05-13,16.0,68.75,36.25,21.5
8916,2017-05-13,17.0,36.43,54.38,34.17
8917,2017-05-13,18.0,33.0,42.0,38.33
8918,2017-05-13,19.0,48.89,34.44,62.5
8919,2017-05-13,20.0,38.5,26.5,31.0
8920,2017-05-13,21.0,27.78,20.0,17.78
8923,2017-05-14,9.0,7.5,12.5,28.33
8924,2017-05-14,10.0,11.25,55.0,60.71
8925,2017-05-14,11.0,31.88,44.44,106.25
8926,2017-05-14,12.0,31.11,49.44,121.67
8927,2017-05-14,13.0,39.38,61.11,96.88
8928,2017-05-14,14.0,36.11,53.0,39.44
8929,2017-05-14,15.0,35.56,71.67,65.56
8930,2017-05-14,16.0,46.88,51.25,62.5
8931,2017-05-14,17.0,22.78,43.89,30.5
8932,2017-05-14,18.0,18.33,40.56,40.0
8933,2017-05-14,19.0,11.11,38.0,75.56
8934,2017-05-14,20.0,8.33,23.89,71.67
8937,2017-05-15,9.0,5.0,25.45,35.0
8938,2017-05-15,10.0,51.0,54.5,80.0
8939,2017-05-15,11.0,44.29,59.29,59.29
8940,2017-05-15,12.0,31.88,61.25,48.75
8941,2017-05-15,13.0,59.17,48.0,45.0
8942,2017-05-15,14.0,43.75,43.0,49.0
8943,2017-05-15,15.0,35.0,42.78,49.44
8944,2017-05-15,16.0,36.11,29.44,35.0
8945,2017-05-15,17.0,42.78,30.56,22.5
8946,2017-05-15,18.0,38.75,26.25,15.0
8949,2017-05-15,19.0,,26.25,33.57
8947,2017-05-15,20.0,26.25,13.0,25.0
8951,2017-05-16,9.0,5.0,13.89,36.0
8952,2017-05-16,10.0,18.0,33.5,76.11
8953,2017-05-16,11.0,43.12,28.12,69.38
8954,2017-05-16,12.0,63.33,35.0,34.44
8955,2017-05-16,13.0,26.25,35.0,37.14
8956,2017-05-16,14.0,32.78,29.38,14.44
8957,2017-05-16,15.0,28.89,23.33,5.0
8958,2017-05-16,16.0,15.0,33.57,7.86
8959,2017-05-16,17.0,18.89,20.0,11.67
8960,2017-05-16,18.0,12.0,10.0,11.67
8961,2017-05-16,19.0,20.0,10.56,17.78
8962,2017-05-16,20.0,8.12,7.78,12.22
8965,2017-05-17,9.0,7.22,10.0,33.33
8966,2017-05-17,10.0,18.64,30.0,82.0
8967,2017-05-17,11.0,29.44,35.5,58.0
8968,2017-05-17,12.0,32.73,26.82,45.0
8969,2017-05-17,13.0,27.5,32.86,15.0
8970,2017-05-17,14.0,24.44,25.0,30.56
8971,2017-05-17,15.0,17.5,30.0,18.89
8972,2017-05-17,16.0,12.78,25.0,9.44
8973,2017-05-17,17.0,15.56,22.27,11.11
8974,2017-05-17,18.0,12.22,11.25,10.62
8975,2017-05-17,19.0,10.0,10.0,17.5
8976,2017-05-17,20.0,8.75,5.62,16.25
8979,2017-05-18,9.0,10.0,10.5,53.89
8980,2017-05-18,10.0,32.86,38.57,73.75
8981,2017-05-18,11.0,48.75,45.71,65.0
8982,2017-05-18,12.0,41.88,43.33,55.0
8983,2017-05-18,13.0,55.0,39.38,24.38
8984,2017-05-18,14.0,58.33,44.38,36.25
8985,2017-05-18,15.0,28.12,40.71,31.25
8986,2017-05-18,16.0,25.0,26.25,14.38
8987,2017-05-18,17.0,13.75,31.67,11.88
8988,2017-05-18,18.0,17.78,20.0,11.11
8989,2017-05-18,19.0,12.86,22.86,13.57
8990,2017-05-18,20.0,10.62,9.29,15.0
8993,2017-05-19,9.0,8.57,5.0,28.75
8994,2017-05-19,10.0,21.88,35.0,81.25
8995,2017-05-19,11.0,39.38,63.57,93.57
8996,2017-05-19,12.0,49.17,78.33,58.33
8997,2017-05-19,13.0,44.38,50.0,38.12
8998,2017-05-19,14.0,26.11,41.67,32.78
8999,2017-05-19,15.0,31.67,46.11,24.44
9000,2017-05-19,16.0,31.88,34.38,20.62
9001,2017-05-19,17.0,45.62,26.88,13.12
9002,2017-05-19,18.0,12.5,25.0,10.62
9003,2017-05-19,19.0,20.0,24.38,11.25
9004,2017-05-19,20.0,11.11,18.5,7.78
9007,2017-05-20,9.0,8.75,26.88,51.0
9008,2017-05-20,10.0,36.11,47.22,75.0
9009,2017-05-20,11.0,45.0,45.0,64.44
9010,2017-05-20,12.0,32.5,49.38,46.11
9011,2017-05-20,13.0,42.86,50.0,66.67
9019,2017-05-20,14.0,,45.71,47.86
9020,2017-05-20,15.0,,79.29,45.0
9012,2017-05-20,16.0,36.43,36.88,45.0
9013,2017-05-20,17.0,40.0,31.25,30.0
9014,2017-05-20,18.0,37.5,33.75,23.33
9015,2017-05-20,19.0,36.11,27.22,54.44
9016,2017-05-20,20.0,22.22,29.44,63.33
9017,2017-05-20,21.0,7.5,12.78,20.0
9022,2017-05-21,9.0,5.0,19.44,53.89
9023,2017-05-21,10.0,20.71,39.38,65.0
9024,2017-05-21,11.0,48.12,40.0,75.0
9025,2017-05-21,12.0,43.75,45.0,63.12
9026,2017-05-21,13.0,50.5,53.33,69.44
9027,2017-05-21,14.0,49.44,44.44,65.0
9028,2017-05-21,15.0,46.11,41.67,43.33
9029,2017-05-21,16.0,27.5,28.12,42.78
9030,2017-05-21,17.0,28.57,30.71,28.57
9031,2017-05-21,18.0,23.89,26.25,11.25
9032,2017-05-21,19.0,14.58,21.0,13.0
9033,2017-05-21,20.0,15.56,17.22,6.11
9037,2017-05-22,9.0,10.62,16.43,27.5
9038,2017-05-22,10.0,23.75,37.78,78.75
9039,2017-05-22,11.0,44.29,45.0,90.71
9040,2017-05-22,12.0,31.11,44.38,48.89
9041,2017-05-22,13.0,39.38,54.17,49.0
9042,2017-05-22,14.0,33.12,35.0,35.0
9043,2017-05-22,15.0,30.0,42.5,25.62
9044,2017-05-22,16.0,31.67,30.0,14.44
9045,2017-05-22,17.0,41.25,30.0,10.0
9046,2017-05-22,18.0,28.33,25.0,11.67
9047,2017-05-22,19.0,10.0,20.0,25.0
9048,2017-05-22,20.0,27.78,,6.11
9051,2017-05-23,9.0,10.62,14.44,46.67
9052,2017-05-23,10.0,27.22,35.0,95.0
9053,2017-05-23,11.0,47.22,41.11,58.89
9054,2017-05-23,12.0,35.0,32.78,35.5
9055,2017-05-23,13.0,21.88,43.12,28.33
9056,2017-05-23,14.0,25.0,26.11,16.67
9057,2017-05-23,15.0,35.56,37.78,15.56
9058,2017-05-23,16.0,57.5,24.38,11.25
9059,2017-05-23,17.0,27.22,25.0,13.12
9060,2017-05-23,18.0,20.0,17.5,10.62
9061,2017-05-23,19.0,15.0,13.75,10.0
9062,2017-05-23,20.0,13.33,8.89,6.11
9065,2017-05-24,8.0,5.0,5.0,8.12
9066,2017-05-24,9.0,5.0,20.0,20.0
9067,2017-05-24,10.0,13.57,23.33,25.0
9068,2017-05-24,11.0,17.78,27.78,22.5
9069,2017-05-24,12.0,14.38,33.57,13.33
9070,2017-05-24,13.0,16.67,20.0,7.22
9071,2017-05-24,14.0,25.71,16.43,5.0
9074,2017-05-25,9.0,7.78,12.73,34.5
9075,2017-05-25,10.0,21.25,31.25,82.5
9076,2017-05-25,11.0,27.5,33.75,67.5
9077,2017-05-25,12.0,38.33,31.11,15.56
9078,2017-05-25,13.0,52.5,46.88,26.25
9079,2017-05-25,14.0,30.0,41.25,34.38
9086,2017-05-25,15.0,,40.56,44.44
9080,2017-05-25,16.0,42.78,31.5,17.22
9081,2017-05-25,17.0,48.89,30.0,10.56
9082,2017-05-25,18.0,33.89,24.44,17.22
9083,2017-05-25,19.0,30.0,22.78,33.33
9084,2017-05-25,20.0,43.12,16.25,40.0
9087,2017-05-26,9.0,5.0,10.0,25.56
9088,2017-05-26,10.0,12.5,21.25,20.0
9089,2017-05-26,11.0,24.38,34.44,15.0
9090,2017-05-26,12.0,25.0,41.5,10.0
9091,2017-05-26,13.0,25.0,27.5,10.0
9092,2017-05-26,14.0,21.67,31.0,13.33
9093,2017-05-26,15.0,27.22,48.75,35.62
9094,2017-05-26,16.0,38.89,28.89,28.89
9095,2017-05-26,17.0,30.71,32.86,15.0
9096,2017-05-26,18.0,24.44,25.91,15.0
9097,2017-05-26,19.0,32.78,32.22,26.11
9098,2017-05-26,20.0,43.89,28.33,31.67
9101,2017-05-27,8.0,28.0,32.5,18.89
9102,2017-05-27,9.0,36.36,50.0,55.56
9103,2017-05-27,10.0,53.75,60.0,80.62
9104,2017-05-27,11.0,45.0,52.86,90.0
9105,2017-05-27,12.0,51.88,51.88,91.25
9106,2017-05-27,13.0,42.86,52.14,83.57
9107,2017-05-27,14.0,39.0,46.67,38.33
9108,2017-05-27,15.0,35.56,43.33,28.89
9109,2017-05-27,16.0,32.5,38.12,35.0
9110,2017-05-27,17.0,26.88,40.0,27.5
9111,2017-05-27,18.0,46.25,40.62,23.12
9112,2017-05-27,19.0,35.56,29.44,38.89
9113,2017-05-27,20.0,18.57,30.71,27.86
9114,2017-05-27,21.0,15.0,31.25,33.75
9115,2017-05-27,22.0,23.12,26.11,52.14
9118,2017-05-28,8.0,11.88,7.5,15.0
9119,2017-05-28,9.0,21.11,36.0,30.91
9120,2017-05-28,10.0,35.0,48.12,47.22
9121,2017-05-28,11.0,38.57,40.0,47.86
9122,2017-05-28,12.0,37.5,52.78,53.75
9123,2017-05-28,13.0,55.0,40.62,45.0
9124,2017-05-28,14.0,32.78,49.44,39.0
9125,2017-05-28,15.0,30.62,32.78,38.75
9126,2017-05-28,16.0,36.43,37.14,27.86
9127,2017-05-28,17.0,22.5,37.5,21.67
9128,2017-05-28,18.0,28.89,35.62,25.0
9129,2017-05-28,19.0,19.38,31.67,25.0
9130,2017-05-28,20.0,29.44,29.44,35.0
9131,2017-05-28,21.0,18.33,33.33,58.33
9132,2017-05-28,22.0,30.0,25.0,39.44
9136,2017-05-29,8.0,11.88,11.11,15.0
9137,2017-05-29,9.0,27.22,39.44,31.25
9138,2017-05-29,10.0,45.0,46.25,52.5
9139,2017-05-29,11.0,45.62,45.62,46.88
9140,2017-05-29,12.0,32.86,41.43,30.71
9141,2017-05-29,13.0,47.5,43.12,39.38
9142,2017-05-29,14.0,28.12,53.75,25.0
9143,2017-05-29,15.0,27.5,28.75,30.62
9144,2017-05-29,16.0,35.0,27.14,30.71
9145,2017-05-29,17.0,28.33,27.5,33.33
9146,2017-05-29,18.0,25.0,22.78,52.5
9147,2017-05-29,19.0,20.56,19.44,33.33
