,date,hour_of_day,D_wait_time,EE_wait_time,KS_wait_time
21502,2019-10-25,17.0,11.88,24.44,52.5
21503,2019-10-25,18.0,11.25,22.5,35.56
21504,2019-10-25,19.0,24.38,16.88,10.0
21505,2019-10-25,20.0,,9.38,
21508,2019-10-26,8.0,11.88,7.5,28.0
21509,2019-10-26,9.0,15.71,27.86,49.29
21510,2019-10-26,10.0,25.0,36.11,75.0
21511,2019-10-26,11.0,26.11,34.38,82.5
21512,2019-10-26,12.0,21.25,38.75,75.0
21513,2019-10-26,13.0,35.0,36.25,41.25
21514,2019-10-26,14.0,25.0,33.89,52.5
21515,2019-10-26,15.0,17.5,43.75,50.0
21516,2019-10-26,16.0,11.88,22.5,51.11
21517,2019-10-26,17.0,14.38,28.12,30.62
21518,2019-10-26,18.0,9.38,20.62,14.38
21519,2019-10-26,19.0,6.88,13.12,15.0
21520,2019-10-26,20.0,6.88,12.5,
21526,2019-10-27,8.0,10.62,9.38,43.33
21527,2019-10-27,9.0,30.0,29.29,35.0
21528,2019-10-27,10.0,18.12,35.0,72.5
21529,2019-10-27,11.0,47.5,37.5,83.57
21530,2019-10-27,12.0,52.78,36.11,50.0
21531,2019-10-27,13.0,37.78,36.88,56.11
21532,2019-10-27,14.0,37.5,38.33,61.88
21533,2019-10-27,15.0,30.62,33.12,35.0
21534,2019-10-27,16.0,35.0,24.38,55.0
21535,2019-10-27,17.0,19.38,30.0,76.25
21536,2019-10-27,18.0,16.88,25.0,55.0
21537,2019-10-27,19.0,10.0,,16.67
21540,2019-10-28,8.0,10.62,7.5,28.0
21541,2019-10-28,9.0,8.75,25.0,43.5
21542,2019-10-28,10.0,20.0,26.25,48.75
21543,2019-10-28,11.0,20.0,40.62,36.67
21544,2019-10-28,12.0,19.44,24.44,90.0
21545,2019-10-28,13.0,30.62,30.0,50.62
21546,2019-10-28,14.0,35.0,24.38,35.62
21547,2019-10-28,15.0,14.38,23.12,49.38
21548,2019-10-28,16.0,11.88,18.12,37.5
21549,2019-10-28,17.0,16.67,11.88,35.62
21550,2019-10-28,18.0,18.33,8.57,16.43
21551,2019-10-28,19.0,,6.25,10.0
21553,2019-10-29,8.0,7.5,5.62,19.29
21554,2019-10-29,9.0,11.88,16.25,33.12
21555,2019-10-29,10.0,22.5,26.88,56.88
21556,2019-10-29,11.0,18.12,25.62,28.75
21557,2019-10-29,12.0,18.12,23.75,18.75
21558,2019-10-29,13.0,19.38,23.75,15.62
21559,2019-10-29,14.0,13.12,23.12,27.5
21560,2019-10-29,15.0,14.38,23.75,17.5
21561,2019-10-29,16.0,12.5,18.12,21.11
21562,2019-10-29,17.0,18.12,13.12,29.38
21563,2019-10-29,18.0,13.75,10.0,22.22
21564,2019-10-29,19.0,11.88,11.25,15.0
21565,2019-10-29,20.0,,5.0,
21567,2019-10-30,8.0,7.5,8.75,10.0
21568,2019-10-30,9.0,9.29,15.0,22.14
21569,2019-10-30,10.0,17.5,21.25,38.75
21570,2019-10-30,11.0,18.33,38.75,29.38
21571,2019-10-30,12.0,20.0,20.56,23.12
21572,2019-10-30,13.0,20.0,32.5,20.0
21573,2019-10-30,14.0,23.12,21.88,25.0
21574,2019-10-30,15.0,15.62,17.5,20.0
21575,2019-10-30,16.0,11.88,17.5,18.12
21576,2019-10-30,17.0,16.88,15.0,14.38
21577,2019-10-30,18.0,16.88,10.62,20.0
21578,2019-10-30,19.0,10.62,10.0,10.0
21579,2019-10-30,20.0,5.0,10.62,
21584,2019-10-31,8.0,8.33,5.0,8.0
21585,2019-10-31,9.0,12.78,10.62,22.78
21586,2019-10-31,10.0,23.89,16.88,38.75
21587,2019-10-31,11.0,16.88,25.0,22.5
21588,2019-10-31,12.0,16.88,18.75,16.25
21589,2019-10-31,13.0,15.62,17.5,15.62
21590,2019-10-31,14.0,15.0,15.0,15.0
21591,2019-10-31,15.0,20.62,20.0,15.0
21592,2019-10-31,16.0,16.88,10.0,16.25
21593,2019-10-31,17.0,18.12,15.0,
21594,2019-10-31,18.0,13.75,6.88,
21595,2019-10-31,19.0,13.75,10.62,
21596,2019-10-31,20.0,,8.12,
21598,2019-11-01,8.0,11.11,6.25,15.0
21599,2019-11-01,9.0,10.62,18.12,30.0
21600,2019-11-01,10.0,20.0,40.0,44.38
21601,2019-11-01,11.0,25.62,50.56,55.0
21602,2019-11-01,12.0,21.25,32.78,54.44
21603,2019-11-01,13.0,30.0,33.12,41.25
